,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.6401258138123775,0.34174898733410586,0.1731998486927956,0.6391009004965023,0.4957517073384058,0.26704713846004013,0.1382481164077296,0.5796546843151005,0.680323010821924,0.5349124369992581,0.7079714516257161,0.06113588545598636,0.3795425578821513,0.18859948250841818,0.3621466826811056,0.5020232036200603,0.6434327606967886,0.05690685266727491,0.8112423390981266,0.5461901656165685
1,0.24537102990116189,0.6071557651060823,0.7038131202045221,0.6371256708050339,0.03244279252502702,0.9782706085766997,0.6606642182469471,0.006364975524217664,0.47975629480323934,0.64307568765017,0.11852330172456038,0.9288662324375199,0.5101824917965722,0.78157811376463,0.42974669087402195,0.3108002429613568,0.18519574305449016,0.48171873337449056,0.705602235780021,0.1765203999920123
2,0.03725852560176346,0.46288250119286645,0.8035164347632575,0.8427093127799239,0.6224058765093333,0.282054753723621,0.8085284257559985,0.4795071688152266,0.18579108264514999,0.9924175744453053,0.6272846779859366,0.3066524548592723,0.4981098072003679,0.945344404638765,0.11907763161766438,0.5357383973126707,0.08900975620649232,0.13673015745427297,0.09942872120107205,0.4469650038436397
3,0.5677086488374701,0.7065224583700145,0.8421689009113984,0.6536920449682366,0.06491995547706197,0.6559890640998779,0.6209590657620716,0.07483699614253636,0.7493288319459841,0.5123523118740602,0.8938818611677448,0.12714900371207116,0.2939537406884586,0.8785080583314288,0.8891990185853869,0.49205712329059204,0.14195596341364813,0.29549386131261823,0.46358207898692727,0.9306775739283575
4,0.4490092696269685,0.9527587999041894,0.6658897591088495,0.48530719245561105,0.35627700340737545,0.6105209878675383,0.5668358811204893,0.9765971799792253,0.08633627599662663,0.00018099736060028793,0.8827452396748386,0.8041945650371194,0.29863022994335775,0.47071222736693796,0.4166286929645947,0.4225091846984148,0.7774776632590681,0.20256401918892175,0.038794087274539035,0.9316775647184805
5,0.6895596025969167,0.7037735494149236,0.15972950208948145,0.5901180492704845,0.16616894325134735,0.4039225562183486,0.07449036502113837,0.7592636057440812,0.23117393867546698,0.10444668247986688,0.7457550895557112,0.5824797508486099,0.7148651321926166,0.7913624351599173,0.8152553620618811,0.9076802483357375,0.629484150621082,0.736898036707003,0.3300943679818259,0.6374496144181394
6,0.6146782744757917,0.1705493387971998,0.543763189301831,0.46002135362714225,0.12512981265182466,0.01673818673362082,0.3050172899259058,0.5373215795684938,0.309142230030105,0.4323309191013831,0.045379561084880726,0.9290604646828261,0.102639556913248,0.38092265571124273,0.586024987246744,0.2854732637437972,0.7045428656567545,0.18325359779975525,0.5179788693536472,0.33134781221400456
7,0.2803522435124437,0.9673757846065223,0.9042312795821411,0.7919595077992295,0.9324865356086962,0.933942497209493,0.19069117704756855,0.9380866662610745,0.8091092763045364,0.4358639031773981,0.17347512623156014,0.3348997706951682,0.15852193113142643,0.5475624802847286,0.9769414850876049,0.497916660684394,0.8896822275730611,0.32357886722853757,0.7050683847420645,0.40439070022264456
8,0.11672473326010968,0.7396054405860485,0.14203586123928624,0.727904447887256,0.21906555116100157,0.5360872284197505,0.37916480168993383,0.9065995907336672,0.7084440556067904,0.9129703301968942,0.727469055075459,0.7391835160965251,0.8563583744465375,0.10668917888061968,0.18386550821191794,0.5922335340561368,0.35642133763976147,0.5854642105046786,0.7081953296719721,0.5674717354867128
9,0.7826685942281311,0.9954284760317076,0.2180633976166766,0.988155816206556,0.050548217660371986,0.5486864550095948,0.11911586462033619,0.657764608869217,0.7384566011800424,0.9461510294741593,0.3546450491071881,0.6541254839551702,0.20115083539271617,0.31685061310869445,0.1965137922962632,0.07886822765552859,0.037757946448131796,0.7987168350320976,0.1479958925383742,0.45222104501201754
10,0.8699353354693017,0.23211202392341757,0.056351553536486354,0.1644477056089083,0.7979251816521614,0.30151693984145234,0.9314156321044984,0.4229746442225133,0.8373233116324643,0.6512217842241056,0.5962665197893909,0.035098979321714685,0.13560277902538953,0.21218437685791025,0.3926084546954006,0.7065681903101987,0.8627070020550796,0.5199729414859574,0.5648860117893454,0.8067984857550445
11,0.8055045657655155,0.614709779582664,0.6689793692511308,0.7864170359030366,0.25390928028501025,0.6486352950734948,0.06790000471546898,0.42841397708428575,0.11096974910420354,0.5510947568650517,0.947727586369447,0.4510404251477962,0.7467441332059759,0.09195640866912747,0.22649006679155526,0.7210466775938096,0.8075129832143514,0.4151872217951039,0.5498910287994889,0.335933363700085
12,0.43581247785561716,0.4546369282720968,0.9438723176787742,0.19734570997263579,0.021119332898252408,0.501061610328066,0.3284098715188266,0.0017613632705463234,0.5685512346438243,0.462000367459072,0.8147251152546446,0.6418500926615999,0.11589640404473067,0.09241039657517003,0.11515126565449318,0.11525484735836289,0.7929374634668017,0.4676699071157351,0.8491323289887202,0.07967668747722023
13,0.3896219165485485,0.9297554443154264,0.5868896113018046,0.7368326643603319,0.3869942595087663,0.28599172868889544,0.9491071576622468,0.19181492004755396,0.189307742846183,0.04672696331338322,0.5492943724643725,0.37502595270385364,0.6280055885007915,0.5344813324933788,0.7460565568714168,0.5089713316402105,0.9861647464619095,0.7188093877798037,0.9170862709081444,0.9491896107348231
14,0.10891904597514368,0.3213017793047853,0.3936681876588297,0.8659844187108641,0.5630515190289824,0.1202671710049319,0.2910707486881585,0.6092840576355941,0.03027590586317397,0.5449385489616584,0.06068682918275825,0.23302658822958633,0.9427892445182878,0.5851609960589587,0.9160670509964222,0.6136297437034058,0.7752723865749243,0.5522500295590137,0.15043132981399154,0.9716431818527327
15,0.8536112562503083,0.8512531025554577,0.21178388657719338,0.816387803590932,0.6476777746803647,0.896702842558918,0.9546788955752074,0.20869409299883146,0.20007564643093834,0.1373570640098366,0.3749504734211353,0.2821364031966379,0.15934630715617382,0.8057802616943467,0.8058305290956999,0.5957390555069006,0.332617448490678,0.5748990881666178,0.2640580221246931,0.525223740899508
16,0.47957754806505437,0.2041075067477336,0.0663769294004719,0.9715416190163366,0.14651849340681533,0.4227701929791241,0.3724006585574329,0.8108297834632574,0.5047121350273156,0.42553527063645513,0.21503324950955516,0.6166673955250064,0.3949923204847563,0.3457825979064937,0.13110881154679854,0.8415736274693831,0.6919529675562743,0.2572709969917122,0.05615711236164833,0.16348303592636904
17,0.3567722856886474,0.8326506553065355,0.3162136538422301,0.8489549570740273,0.9149157405620033,0.5434216075410976,0.38576174101759764,0.42280501130600956,0.7100192536006337,0.034194695282762644,0.25406910410495065,0.8285115055544637,0.5541685698660851,0.3065638664116571,0.5894815175981586,0.27192947084342367,0.21101089253486782,0.9426995961794472,0.1786935716411625,0.2565014559407194
18,0.41435696368721187,0.022524624576444663,0.8298864289273216,0.26636120054443824,0.22744301011436385,0.4336762035895112,0.4531417640268045,0.04243829402798627,0.973137138871439,0.08879534569977565,0.2530186132972668,0.5407545807309863,0.9738822896472292,0.55684668071336,0.3053574384153037,0.8450733415745526,0.9091569433158038,0.15509013091830293,0.17506831276630197,0.24259000452339297
19,0.7752906416149815,0.6307545825846826,0.09329675896368606,0.1619015338789791,0.5308452361364024,0.4949405249377189,0.17986420900898858,0.7666700252565503,0.803332567774845,0.037943427980008826,0.46817289541912266,0.13563768158660683,0.2514216103128566,0.3262643394414131,0.7979718204420913,0.3470085881803233,0.21949949590850526,0.6101052115755166,0.4482402769285422,0.1742497139324417
20,0.6886260797179904,0.021264049500278825,0.46945229670291133,0.8019802691421456,0.6413923320919593,0.36148800453598884,0.3741257621252475,0.14664179996024107,0.7073947449030882,0.08703768357278285,0.5612416590873477,0.5793108966526265,0.3073936994174229,0.15102920996010072,0.9665114078757551,0.7662622498932458,0.4325978352672526,0.10232049791137388,0.53022535147969,0.7372350199956844
21,0.02242841026527631,0.46777123448665026,0.5108229648560719,0.025586217626165086,0.08409151934782366,0.9757814675824917,0.15100185658048237,0.7318670862673148,0.9531226844749423,0.058524895096679797,0.39679571957322524,0.003940759106054625,0.8860195572421913,0.9835498340831208,0.2659944117621794,0.3671415990218959,0.878711797790272,0.7029109331413773,0.06809556702734498,0.001132122036727301
22,0.8500655226275567,0.4167607096560578,0.8771020245586465,0.5462733114252534,0.06285019503813027,0.13838826415107897,0.09880903509728445,0.9230309305196306,0.28576222762120207,0.4169146594199694,0.14732252869075746,0.04857248781335566,0.5463662665365198,0.9886562160650418,0.022920962069162387,0.6973484417467651,0.5225392493826528,0.6955827434608071,0.8945848975165063,0.10852800488878556
23,0.662207531425572,0.27106707401167984,0.3546075349899004,0.5918301613140556,0.9573332779580456,0.1495679186068164,0.4132230982790215,0.5206167142610765,0.08595538700783767,0.5592829057816082,0.6333423427030822,0.4061496394103222,0.10314003772314861,0.8169396083077078,0.36441325618180254,0.3246434236607243,0.9448859125517383,0.39332479709975265,0.4559090963582162,0.6665451004272283
24,0.24057961203120393,0.9875100034976471,0.36990042644422394,0.46868547628396684,0.39041857434693916,0.48597840456379715,0.5543109015121567,0.6617310167479835,0.7986842621963866,0.6654589926203015,0.5114793567875736,0.9954128342957537,0.40898957579135553,0.2765165071996819,0.48818651380397016,0.652426943894481,0.7380146850905377,0.27608526758887286,0.7716198656483849,0.10511950544460169
25,0.8402940818077489,0.670339394756973,0.6551574019894925,0.05588156744318551,0.016830637268973936,0.4186931820202572,0.6097999319450456,0.909928967127721,0.5300267127306955,0.7443532202922096,0.4362564794021857,0.19430569948622134,0.6060466393540686,0.9040624244113407,0.6145625960558665,0.4141981683028806,0.9306025593391558,0.4679004833872006,0.5480774657711196,0.34497472233128557
26,0.04407497291127682,0.7254967534808549,0.9377134064912388,0.652678821036099,0.49827699562403227,0.2544478189204379,0.37836775681242085,0.45312249268188864,0.6269528142020404,0.280961293228148,0.50826499152345,0.9454041000491689,0.20621427645086232,0.5030178859933006,0.4183222093468575,0.9876049573049009,0.10940980355441499,0.8446736039933808,0.7113916622639027,0.7360204686160098
27,0.7300428777979147,0.5168941918554915,0.33831238343825043,0.6419293526605339,0.289891056828519,0.19679382191970718,0.5426985478004543,0.5559193967591872,0.2440216648243,0.8607790098420698,0.7354554366618922,0.4779709445744711,0.4244569462859521,0.39932113223042975,0.9767955698106461,0.05582534091091296,0.6679166446745611,0.9849922992705488,0.553156733066771,0.40241320474215836
28,0.5203134471895371,0.4082572322387158,0.6565928562184761,0.5372948592255024,0.4501396703298065,0.301589628336165,0.25482715555776614,0.2811025815791024,0.2527864415936678,0.7638285904271768,0.9561224996634918,0.2068180090205981,0.6301672444472664,0.26088852079688485,0.41377083899833866,0.07289272729799379,0.790007644861338,0.07043003875332965,0.4889467537940836,0.22466556652566938
