,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.8042679018212121,0.8300404862716815,0.7795167576133044,0.5110311184514236,0.31880684160960837,0.4537722973512037,0.09586107672594879,0.6747621889183455,0.4487403703902081,0.9549483900376659,0.023903179142811704,0.20482294825011516,0.5684783153934393,0.5482248965020636,0.5942906198404515,0.4132510107764179,0.14947022094960838,0.9161960119084952,0.15926145762949484,0.6615087716466324,0.6470187147894115,0.7981850740350267,0.3270651633723639,0.16968332072328174,0.15752078551281756,0.8296012913745151,0.9179203525990695,0.5576867013902231,0.946400605453373,0.6174059295574292,0.9102192330717327,0.02219313678801682,0.19577527534289818,0.4743740399967882,0.7793128640708965,0.17480717480232522,0.7727514426668571,0.8738475757713619,0.3949666509612184,0.6322019230499814,0.8608355170449419,0.1491866996965553,0.3054474293501861,0.1997479840404125,0.7901671325308869,0.7856618602423631,0.07558909878756948,0.34250924831204066,0.49816859229671573,0.47103311840072215
1,0.17579933760050992,0.09411010085763738,0.13378116050903655,0.45760648497098877,0.7325970245375588,0.625722403324331,0.43107569579628313,0.5094483031518362,0.5915734451872081,0.45656388827331473,0.8565304343281688,0.4768112257859842,0.5346513882529602,0.5920139420103147,0.40008395692592846,0.18028111129349,0.3269164214509004,0.9891008046192946,0.31043741775451605,0.2824957527463371,0.6090525419858066,0.35340756839140985,0.5721649889755893,0.7749177455826505,0.27598228502728883,0.058345933831065344,0.4032306663438846,0.3011727048148133,0.6066137576529159,0.07943208763360454,0.6797408223002508,0.11778629848520494,0.658404657851169,0.5686811431291677,0.7269838329568278,0.45121983461117054,0.40251380229195965,0.05299120209008534,0.3835015295185029,0.18687920340553177,0.8395067917335586,0.4740594283746792,0.7501835979269755,0.483863380238289,0.2338245862875008,0.33094725849247364,0.002511897647286876,0.013791291988303311,0.6805020994397168,0.9134445519515312
2,0.12993180875149135,0.6075341590400464,0.862088021283357,0.9652384245535549,0.7941468821060353,0.27426138839531233,0.79445597885366,0.335245642020618,0.07332428672817826,0.43551031235913373,0.8853856928483268,0.6795719016729135,0.7207043006740971,0.43936480372789033,0.2566260916905827,0.6609430642534196,0.8756891149754952,0.05656945785900269,0.1650590374173817,0.0007113080843458297,0.17423869163301342,0.2190119397444097,0.6093826278940689,0.9476280277296115,0.7055293285879293,0.25162292886580506,0.5379588347485781,0.37352585373310854,0.47657115052499277,0.04779628194031127,0.002949374901839663,0.9611067850857017,0.5754277699326822,0.1903007619415371,0.7847832652279995,0.415364730146107,0.18066868652504775,0.9244956966039676,0.6504577894106632,0.3981638193368885,0.606003950411338,0.8349847698599017,0.3438909393850389,0.9138651114188577,0.6169068572152372,0.40515502580590146,0.5069411532040532,0.7863357360263596,0.6094929300908855,0.31529466894353664
3,0.6455895120895104,0.5645674663842831,0.128074333045597,0.9382548761823916,0.7828724838799624,0.7641617621782837,0.6997542334655968,0.7724925041189473,0.578382776836865,0.6025991096696472,0.7711315451534174,0.8799919331016701,0.48389759361328955,0.6081859426648214,0.3604481393639749,0.32040693195321857,0.9264287145972985,0.35727959060269376,0.06756618791584657,0.04744278531633206,0.8104313814387482,0.6566483035824168,0.01402516969478107,0.023418921790417047,0.5245037173306337,0.7370782794021125,0.5386791593195087,0.23204042089445487,0.5257622903237694,0.9901507381982686,0.2210304642689901,0.6191819643312513,0.24172824725895226,0.01738573570980062,0.2629529311052309,0.6882129825229232,0.09525213050780346,0.3532763422686702,0.03618127802559379,0.04672486304671197,0.6974090528483389,0.2032431211040393,0.45188551858882897,0.6762654287572201,0.029906830260676198,0.603236707371002,0.212296627260962,0.6866361043264743,0.20346519664168528,0.4709546310949181
4,0.4469164531929577,0.29920180339953617,0.2616281022926007,0.7046683857857734,0.37741159489861464,0.8065557666868481,0.8565834247331916,0.7339128338993421,0.20926184703092987,0.5110435821148208,0.5811986123692781,0.9728227113904414,0.6051508132211889,0.11307214669064092,0.5538087620584702,0.9558893876161235,0.4706871744702893,0.08705234321324995,0.19892130043617307,0.2963950662559791,0.41196140715710283,0.7756522808869809,0.10404077350113694,0.149160560879517,0.41785607867566754,0.5108298698797118,0.4144372114575261,0.990243181549165,0.7861231257358516,0.6041817469004336,0.4695094517077868,0.596531945305018,0.6453862930844922,0.8678255622012918,0.1487665328057497,0.8816785988935597,0.22228680898810582,0.38968700249038835,0.07520076415075205,0.6441397826091281,0.6916777215160196,0.7650018558175105,0.28828262667780835,0.8740055779157575,0.09629334848433557,0.45568430001853455,0.6334935579066048,0.201208847394714,0.3386546275464172,0.275665627965475
5,0.8024248571570856,0.46004351290144685,0.4720143534431528,0.3825838416964096,0.8363355953739688,0.3476933345431602,0.5492176127764689,0.07875993121048808,0.9192244236905125,0.12597819650207953,0.4043124274198949,0.6723641615359959,0.25222243629171925,0.030407971073767248,0.8526004609713551,0.8194836419602461,0.07206449136196547,0.9623479694788201,0.5646844568791746,0.8198706795623025,0.674249194398155,0.7891912990925928,0.9310948861452626,0.43579500286358785,0.014929708241173123,0.002634506676776005,0.9444547540579039,0.7927109027318661,0.9858706438083416,0.18177521301132205,0.7643656391334825,0.9241114890867005,0.5911625177645892,0.06406299324502163,0.4016259390654582,0.21144892383581881,0.39291433999813774,0.3070377279363168,0.2914038950581682,0.9509975539740798,0.6337006112163039,0.10408572923374437,0.30356411518864956,0.2774019875434276,0.23034489629485133,0.7271525687742612,0.4957297388330758,0.1855565068772227,0.17057273301636267,0.028487060051109125
6,0.045211169019236275,0.6921347047772912,0.7980961661028827,0.5385443369833839,0.11944351601660907,0.6974139763939183,0.27043980891093133,0.6580230237841357,0.26011492254649593,0.22822431104159702,0.9457529676807882,0.38363772211191915,0.10083309746346003,0.7021236111187537,0.98644961636873,0.7033943752146746,0.8649028506997639,0.41050760088460514,0.748629466698127,0.8768208702951602,0.6040642338437043,0.5645400181948699,0.4069691870280667,0.6837464264218502,0.8088988412723609,0.15637195685096084,0.6165359192432882,0.48707861984290135,0.549904435880289,0.8437797496944733,0.8872957981186499,0.25004395415516,0.29767917032464797,0.12114704028057255,0.16318029173757087,0.344571549745497,0.6785508107339493,0.2334895227864886,0.2238210434709016,0.6168516121568259,0.7398488610302979,0.10510321777163412,0.7924633645348763,0.43329936907310507,0.9637652919415538,0.5440536102332548,0.11143063179749513,0.012245653461632866,0.7663616476314028,0.5364934614455954
7,0.09251583740144498,0.11994799299512948,0.792380044733364,0.1459935633689451,0.9579721237175975,0.7279387278800857,0.7576883258887341,0.927370050134832,0.8233000273549114,0.5230732413099096,0.37320940429294547,0.39014497731085007,0.9061846256564028,0.2747718057873383,0.5353642530101204,0.9813083019124095,0.8076847815833368,0.09809984169885588,0.18364520473598278,0.2902777950690656,0.1861113844488178,0.030363252580358324,0.8922022024075918,0.3433660074005942,0.7583117214080508,0.2810542625691379,0.46114033017811373,0.9161980108567392,0.7634301873049978,0.5564567635124524,0.665087634908636,0.0828948799511996,0.4690802859048512,0.9019298421082492,0.8648480675696525,0.33222581931091555,0.9138919910378839,0.12937862195477523,0.3655208595127468,0.5980161001505836,0.6829057491454404,0.3782868638355944,0.725899915186033,0.03880412479994755,0.5502444679318457,0.6112085118570237,0.45418964833389996,0.5979386063746375,0.6031729852037931,0.735048516081996
8,0.43035553581739605,0.187343608962117,0.3260782391129221,0.5446506961785641,0.8015375009033138,0.11634356201059004,0.1918532092977837,0.6027409839364979,0.6622959293876965,0.0663323468832262,0.06149623263278081,0.6728250305109338,0.6111092943393474,0.35872730776537787,0.34042311565571404,0.5397599369577221,0.9437435002588849,0.7899678374573226,0.9923107753541832,0.44333660219686855,0.561924171800854,0.8168020711767875,0.8608007605063972,0.39463056505743277,0.6446870322992944,0.0874099345126611,0.3141540236965157,0.62908449297754,0.08731483858813716,0.9503849838403446,0.5039197405019411,0.3679849510180233,0.9162906565649147,0.10868568253615474,0.1644425160490619,0.8444185731559857,0.5490940916391682,0.41320842171463,0.5133916986330133,0.5163459915065054,0.06523243827866754,0.5982091927574857,0.514897952851125,0.3891587246631748,0.8485470621041123,0.9688054172334374,0.9964819068321373,0.5711576006913472,0.5540468044172211,0.8130530358828356
9,0.3908007872371906,0.3211374507064433,0.07691729835653316,0.009655185366812646,0.47391098896589423,0.23493717625911648,0.2644998224743924,0.7462389607015111,0.39430151055270346,0.11259398696232814,0.14757151143853886,0.16142381837468378,0.9308847721869037,0.7036895500610141,0.3458753775657486,0.46012491358138163,0.9946805615783131,0.4021564667709122,0.7857829825159209,0.3023989636022998,0.11468859113260765,0.6527106992242556,0.3222362715719794,0.1830678427501029,0.4689068114238686,0.5919476665169333,0.04558575724361791,0.5658977037362476,0.2863017081811353,0.13859512881248248,0.16146084876328903,0.7658353187801974,0.37559158624249334,0.5147305677108109,0.47806772513296913,0.46596688907528605,0.929123143449413,0.8372881644495294,0.9800384798704426,0.989776781521133,0.29691332215531974,0.18758272915396823,0.15091252704890978,0.9933994968451948,0.17205682195486005,0.5969234979778735,0.45629551842146165,0.9381890320860468,0.30205847992230783,0.13192527846932056
